Barcode,Original Barcode,Series GEO,Sample GEO
CY88_3_D09_S621_comb_GSM1853742,CY88_3_D09_S621_comb,GSE72056,GSM1853742
CY88_3_A07_S583_comb_GSM1853743,CY88_3_A07_S583_comb,GSE72056,GSM1853743
CY88_5_C02_S698_comb_GSM1853744,CY88_5_C02_S698_comb,GSE72056,GSM1853744
CY88_3_A02_S578_comb_GSM1853745,CY88_3_A02_S578_comb,GSE72056,GSM1853745
CY88_3_B08_S596_comb_GSM1853746,CY88_3_B08_S596_comb,GSE72056,GSM1853746
CY88_3_G03_S651_comb_GSM1853747,CY88_3_G03_S651_comb,GSE72056,GSM1853747
CY88_3_H08_S668_comb_GSM1853748,CY88_3_H08_S668_comb,GSE72056,GSM1853748
CY88_3_E09_S633_comb_GSM1853749,CY88_3_E09_S633_comb,GSE72056,GSM1853749
CY88_5_A05_S677_comb_GSM1853750,CY88_5_A05_S677_comb,GSE72056,GSM1853750
CY88_3_B09_S597_comb_GSM1853751,CY88_3_B09_S597_comb,GSE72056,GSM1853751
CY88_5_C01_S697_comb_GSM1853752,CY88_5_C01_S697_comb,GSE72056,GSM1853752
CY88_3_E02_S626_comb_GSM1853753,CY88_3_E02_S626_comb,GSE72056,GSM1853753
CY88_3_A12_S588_comb_GSM1853754,CY88_3_A12_S588_comb,GSE72056,GSM1853754
CY88_5_G02_S746_comb_GSM1853755,CY88_5_G02_S746_comb,GSE72056,GSM1853755
CY88_3_G05_S653_comb_GSM1853756,CY88_3_G05_S653_comb,GSE72056,GSM1853756
CY88_3_E07_S631_comb_GSM1853757,CY88_3_E07_S631_comb,GSE72056,GSM1853757
CY88_3_A08_S584_comb_GSM1853758,CY88_3_A08_S584_comb,GSE72056,GSM1853758
CY88_5_H12_S768_comb_GSM1853759,CY88_5_H12_S768_comb,GSE72056,GSM1853759
CY88_3_C06_S606_comb_GSM1853760,CY88_3_C06_S606_comb,GSE72056,GSM1853760
CY88_3_F11_S647_comb_GSM1853761,CY88_3_F11_S647_comb,GSE72056,GSM1853761
CY88_5_A06_S678_comb_GSM1853762,CY88_5_A06_S678_comb,GSE72056,GSM1853762
CY88_3_A11_S587_comb_GSM1853763,CY88_3_A11_S587_comb,GSE72056,GSM1853763
CY88_3_F10_S646_comb_GSM1853764,CY88_3_F10_S646_comb,GSE72056,GSM1853764
CY88_3_G12_S660_comb_GSM1853765,CY88_3_G12_S660_comb,GSE72056,GSM1853765
CY88_5_H04_S760_comb_GSM1853766,CY88_5_H04_S760_comb,GSE72056,GSM1853766
CY88_5_E01_S721_comb_GSM1853767,CY88_5_E01_S721_comb,GSE72056,GSM1853767
CY88_3_G01_S649_comb_GSM1853768,CY88_3_G01_S649_comb,GSE72056,GSM1853768
CY88_5_F03_S735_comb_GSM1853769,CY88_5_F03_S735_comb,GSE72056,GSM1853769
CY88_5_A03_S675_comb_GSM1853770,CY88_5_A03_S675_comb,GSE72056,GSM1853770
CY88_5_F06_S738_comb_GSM1853771,CY88_5_F06_S738_comb,GSE72056,GSM1853771
CY88_5_H06_S762_comb_GSM1853772,CY88_5_H06_S762_comb,GSE72056,GSM1853772
CY88_3_F09_S645_comb_GSM1853773,CY88_3_F09_S645_comb,GSE72056,GSM1853773
CY88_5_A12_S684_comb_GSM1853774,CY88_5_A12_S684_comb,GSE72056,GSM1853774
CY88_3_G10_S658_comb_GSM1853775,CY88_3_G10_S658_comb,GSE72056,GSM1853775
CY88_3_D11_S623_comb_GSM1853776,CY88_3_D11_S623_comb,GSE72056,GSM1853776
CY88_3_H04_S664_comb_GSM1853777,CY88_3_H04_S664_comb,GSE72056,GSM1853777
CY88_5_B02_S686_comb_GSM1853778,CY88_5_B02_S686_comb,GSE72056,GSM1853778
CY88_3_F06_S642_comb_GSM1853779,CY88_3_F06_S642_comb,GSE72056,GSM1853779
CY88_3_D05_S617_comb_GSM1853780,CY88_3_D05_S617_comb,GSE72056,GSM1853780
CY88_5_A07_S679_comb_GSM1853781,CY88_5_A07_S679_comb,GSE72056,GSM1853781
CY88_5_A09_S681_comb_GSM1853782,CY88_5_A09_S681_comb,GSE72056,GSM1853782
CY88_3_A05_S581_comb_GSM1853783,CY88_3_A05_S581_comb,GSE72056,GSM1853783
CY88_3_E08_S632_comb_GSM1853784,CY88_3_E08_S632_comb,GSE72056,GSM1853784
CY88_3_F08_S644_comb_GSM1853785,CY88_3_F08_S644_comb,GSE72056,GSM1853785
CY88_5_D12_S720_comb_GSM1853786,CY88_5_D12_S720_comb,GSE72056,GSM1853786
CY88_5_B08_S692_comb_GSM1853787,CY88_5_B08_S692_comb,GSE72056,GSM1853787
CY88_5_E11_S731_comb_GSM1853788,CY88_5_E11_S731_comb,GSE72056,GSM1853788
CY88_3_A04_S580_comb_GSM1853789,CY88_3_A04_S580_comb,GSE72056,GSM1853789
CY88_5_G08_S752_comb_GSM1853790,CY88_5_G08_S752_comb,GSE72056,GSM1853790
CY88_5_C11_S707_comb_GSM1853791,CY88_5_C11_S707_comb,GSE72056,GSM1853791
CY88_5_A10_S682_comb_GSM1853792,CY88_5_A10_S682_comb,GSE72056,GSM1853792
CY88_5_D04_S712_comb_GSM1853793,CY88_5_D04_S712_comb,GSE72056,GSM1853793
CY88_5_B04_S688_comb_GSM1853794,CY88_5_B04_S688_comb,GSE72056,GSM1853794
CY88_3_H03_S663_comb_GSM1853795,CY88_3_H03_S663_comb,GSE72056,GSM1853795
CY88_5_G12_S756_comb_GSM1853796,CY88_5_G12_S756_comb,GSE72056,GSM1853796
CY88_3_C09_S609_comb_GSM1853797,CY88_3_C09_S609_comb,GSE72056,GSM1853797
CY88_5_C07_S703_comb_GSM1853798,CY88_5_C07_S703_comb,GSE72056,GSM1853798
CY88_5_H01_S757_comb_GSM1853799,CY88_5_H01_S757_comb,GSE72056,GSM1853799
CY88_5_E08_S728_comb_GSM1853800,CY88_5_E08_S728_comb,GSE72056,GSM1853800
CY88_5_C04_S700_comb_GSM1853801,CY88_5_C04_S700_comb,GSE72056,GSM1853801
CY88_5_C10_S706_comb_GSM1853802,CY88_5_C10_S706_comb,GSE72056,GSM1853802
CY88_5_H02_S758_comb_GSM1853803,CY88_5_H02_S758_comb,GSE72056,GSM1853803
CY88_5_B05_S689_comb_GSM1853804,CY88_5_B05_S689_comb,GSE72056,GSM1853804
CY88_3_E06_S630_comb_GSM1853805,CY88_3_E06_S630_comb,GSE72056,GSM1853805
CY88_3_A01_S577_comb_GSM1853806,CY88_3_A01_S577_comb,GSE72056,GSM1853806
CY88_3_C02_S602_comb_GSM1853807,CY88_3_C02_S602_comb,GSE72056,GSM1853807
CY88_5_H11_S767_comb_GSM1853808,CY88_5_H11_S767_comb,GSE72056,GSM1853808
CY88_5_E10_S730_comb_GSM1853809,CY88_5_E10_S730_comb,GSE72056,GSM1853809
CY88_5_G11_S755_comb_GSM1853810,CY88_5_G11_S755_comb,GSE72056,GSM1853810
CY88_5_D01_S709_comb_GSM1853811,CY88_5_D01_S709_comb,GSE72056,GSM1853811
CY88_3_G04_S652_comb_GSM1853812,CY88_3_G04_S652_comb,GSE72056,GSM1853812
CY88_5_H07_S763_comb_GSM1853813,CY88_5_H07_S763_comb,GSE72056,GSM1853813
CY88_3_F04_S640_comb_GSM1853814,CY88_3_F04_S640_comb,GSE72056,GSM1853814
CY88_5_G10_S754_comb_GSM1853815,CY88_5_G10_S754_comb,GSE72056,GSM1853815
CY88_5_C03_S699_comb_GSM1853816,CY88_5_C03_S699_comb,GSE72056,GSM1853816
CY88_3_E11_S635_comb_GSM1853817,CY88_3_E11_S635_comb,GSE72056,GSM1853817
CY88_5_F10_S742_comb_GSM1853818,CY88_5_F10_S742_comb,GSE72056,GSM1853818
CY88_5_B09_S693_comb_GSM1853819,CY88_5_B09_S693_comb,GSE72056,GSM1853819
CY88_3_G06_S654_comb_GSM1853820,CY88_3_G06_S654_comb,GSE72056,GSM1853820
CY89A_CD45_POS_6_H05_S185_comb_GSM2073200,CY89A_CD45_POS_6_H05_S185_comb,GSE72056,GSM2073200
CY89A_CD45_POS_10_C11_S227_comb_GSM2073201,CY89A_CD45_POS_10_C11_S227_comb,GSE72056,GSM2073201
CY89A_CD45_POS_10_C12_S228_comb_GSM2073202,CY89A_CD45_POS_10_C12_S228_comb,GSE72056,GSM2073202
CY89A_CD45_POS_4_E11_S443_comb_GSM2073203,CY89A_CD45_POS_4_E11_S443_comb,GSE72056,GSM2073203
CY89A_CD45_POS_4_D02_S422_comb_GSM2073204,CY89A_CD45_POS_4_D02_S422_comb,GSE72056,GSM2073204
CY89A_Core_15_E01_S49_comb_GSM2073205,CY89A_Core_15_E01_S49_comb,GSE72056,GSM2073205
CY89A_CD45_POS_10_B02_S206_comb_GSM2073206,CY89A_CD45_POS_10_B02_S206_comb,GSE72056,GSM2073206
CY89A_CD45_POS_10_H05_S281_comb_GSM2073207,CY89A_CD45_POS_10_H05_S281_comb,GSE72056,GSM2073207
CY89A_CD45_POS_6_B03_S111_comb_GSM2073208,CY89A_CD45_POS_6_B03_S111_comb,GSE72056,GSM2073208
CY89A_CD45_POS_10_G12_S276_comb_GSM2073209,CY89A_CD45_POS_10_G12_S276_comb,GSE72056,GSM2073209
CY89A_Core_15_G04_S76_comb_GSM2073210,CY89A_Core_15_G04_S76_comb,GSE72056,GSM2073210
CY89A_CD45_POS_10_E10_S250_comb_GSM2073211,CY89A_CD45_POS_10_E10_S250_comb,GSE72056,GSM2073211
CY89A_CD45_POS_6_G07_S175_comb_GSM2073212,CY89A_CD45_POS_6_G07_S175_comb,GSE72056,GSM2073212
CY89A_CD45_POS_4_B07_S403_comb_GSM2073213,CY89A_CD45_POS_4_B07_S403_comb,GSE72056,GSM2073213
CY89A_Core_15_B02_S14_comb_GSM2073214,CY89A_Core_15_B02_S14_comb,GSE72056,GSM2073214
CY89A_CD45_POS_6_A07_S103_comb_GSM2073215,CY89A_CD45_POS_6_A07_S103_comb,GSE72056,GSM2073215
CY89A_CD45_POS_10_A04_S196_comb_GSM2073216,CY89A_CD45_POS_10_A04_S196_comb,GSE72056,GSM2073216
CY89A_CD45_POS_4_B06_S402_comb_GSM2073217,CY89A_CD45_POS_4_B06_S402_comb,GSE72056,GSM2073217
CY89A_Core_15_D04_S40_comb_GSM2073218,CY89A_Core_15_D04_S40_comb,GSE72056,GSM2073218
CY89A_CD45_POS_6_C10_S130_comb_GSM2073219,CY89A_CD45_POS_6_C10_S130_comb,GSE72056,GSM2073219
CY89A_CD45_POS_6_C07_S127_comb_GSM2073220,CY89A_CD45_POS_6_C07_S127_comb,GSE72056,GSM2073220
CY89A_Core_15_B01_S13_comb_GSM2073221,CY89A_Core_15_B01_S13_comb,GSE72056,GSM2073221
CY89A_CD45_POS_6_B11_S119_comb_GSM2073222,CY89A_CD45_POS_6_B11_S119_comb,GSE72056,GSM2073222
CY89A_CD45_POS_4_A10_S394_comb_GSM2073223,CY89A_CD45_POS_4_A10_S394_comb,GSE72056,GSM2073223
CY89A_CD45_POS_4_D03_S423_comb_GSM2073224,CY89A_CD45_POS_4_D03_S423_comb,GSE72056,GSM2073224
CY89A_Core_15_A09_S9_comb_GSM2073225,CY89A_Core_15_A09_S9_comb,GSE72056,GSM2073225
CY89A_CD45_POS_4_E04_S436_comb_GSM2073226,CY89A_CD45_POS_4_E04_S436_comb,GSE72056,GSM2073226
CY89A_CD45_POS_6_G11_S179_comb_GSM2073227,CY89A_CD45_POS_6_G11_S179_comb,GSE72056,GSM2073227
CY89A_Core_15_F03_S63_comb_GSM2073228,CY89A_Core_15_F03_S63_comb,GSE72056,GSM2073228
CY89A_CD45_POS_6_F02_S158_comb_GSM2073229,CY89A_CD45_POS_6_F02_S158_comb,GSE72056,GSM2073229
CY89A_CD45_POS_6_H11_S191_comb_GSM2073230,CY89A_CD45_POS_6_H11_S191_comb,GSE72056,GSM2073230
CY89A_CD45_POS_4_C09_S417_comb_GSM2073231,CY89A_CD45_POS_4_C09_S417_comb,GSE72056,GSM2073231
CY89A_Core_15_F02_S62_comb_GSM2073232,CY89A_Core_15_F02_S62_comb,GSE72056,GSM2073232
CY89A_Core_15_F11_S71_comb_GSM2073233,CY89A_Core_15_F11_S71_comb,GSE72056,GSM2073233
CY89A_CD45_POS_4_A04_S388_comb_GSM2073234,CY89A_CD45_POS_4_A04_S388_comb,GSE72056,GSM2073234
CY89A_CD45_POS_4_C12_S420_comb_GSM2073235,CY89A_CD45_POS_4_C12_S420_comb,GSE72056,GSM2073235
CY89A_CD45_POS_4_D04_S424_comb_GSM2073236,CY89A_CD45_POS_4_D04_S424_comb,GSE72056,GSM2073236
CY89A_Core_15_H06_S90_comb_GSM2073237,CY89A_Core_15_H06_S90_comb,GSE72056,GSM2073237
CY89A_CD45_POS_4_A12_S396_comb_GSM2073238,CY89A_CD45_POS_4_A12_S396_comb,GSE72056,GSM2073238
CY89A_Core_15_C07_S31_comb_GSM2073239,CY89A_Core_15_C07_S31_comb,GSE72056,GSM2073239
CY89A_CD45_POS_4_E05_S437_comb_GSM2073240,CY89A_CD45_POS_4_E05_S437_comb,GSE72056,GSM2073240
CY89A_CD45_POS_6_H04_S184_comb_GSM2073241,CY89A_CD45_POS_6_H04_S184_comb,GSE72056,GSM2073241
CY89A_CD45_POS_6_B12_S120_comb_GSM2073242,CY89A_CD45_POS_6_B12_S120_comb,GSE72056,GSM2073242
CY89A_CD45_POS_4_D07_S427_comb_GSM2073243,CY89A_CD45_POS_4_D07_S427_comb,GSE72056,GSM2073243
CY89A_CD45_POS_4_E07_S439_comb_GSM2073244,CY89A_CD45_POS_4_E07_S439_comb,GSE72056,GSM2073244
CY89A_CD45_POS_4_E12_S444_comb_GSM2073245,CY89A_CD45_POS_4_E12_S444_comb,GSE72056,GSM2073245
CY89A_CD45_POS_6_D03_S135_comb_GSM2073246,CY89A_CD45_POS_6_D03_S135_comb,GSE72056,GSM2073246
CY89A_Core_15_F04_S64_comb_GSM2073247,CY89A_Core_15_F04_S64_comb,GSE72056,GSM2073247
CY89A_CD45_POS_4_D05_S425_comb_GSM2073248,CY89A_CD45_POS_4_D05_S425_comb,GSE72056,GSM2073248
CY89A_Core_15_C10_S34_comb_GSM2073249,CY89A_Core_15_C10_S34_comb,GSE72056,GSM2073249
CY89A_CD45_POS_4_G05_S461_comb_GSM2073250,CY89A_CD45_POS_4_G05_S461_comb,GSE72056,GSM2073250
CY89A_CD45_POS_10_A06_S198_comb_GSM2073251,CY89A_CD45_POS_10_A06_S198_comb,GSE72056,GSM2073251
CY89A_CD45_POS_6_F10_S166_comb_GSM2073252,CY89A_CD45_POS_6_F10_S166_comb,GSE72056,GSM2073252
CY89A_Core_15_B06_S18_comb_GSM2073253,CY89A_Core_15_B06_S18_comb,GSE72056,GSM2073253
CY89A_CD45_POS_6_D06_S138_comb_GSM2073254,CY89A_CD45_POS_6_D06_S138_comb,GSE72056,GSM2073254
CY89A_CD45_POS_6_G10_S178_comb_GSM2073255,CY89A_CD45_POS_6_G10_S178_comb,GSE72056,GSM2073255
CY89A_CD45_POS_6_F05_S161_comb_GSM2073256,CY89A_CD45_POS_6_F05_S161_comb,GSE72056,GSM2073256
CY89A_Core_15_F05_S65_comb_GSM2073257,CY89A_Core_15_F05_S65_comb,GSE72056,GSM2073257
CY89A_CD45_POS_4_F12_S456_comb_GSM2073258,CY89A_CD45_POS_4_F12_S456_comb,GSE72056,GSM2073258
CY89A_Core_15_G05_S77_comb_GSM2073259,CY89A_Core_15_G05_S77_comb,GSE72056,GSM2073259
CY89A_CD45_POS_6_C08_S128_comb_GSM2073260,CY89A_CD45_POS_6_C08_S128_comb,GSE72056,GSM2073260
CY89A_CD45_POS_6_G02_S170_comb_GSM2073261,CY89A_CD45_POS_6_G02_S170_comb,GSE72056,GSM2073261
CY89A_CD45_POS_10_A11_S203_comb_GSM2073262,CY89A_CD45_POS_10_A11_S203_comb,GSE72056,GSM2073262
CY89A_Core_15_G06_S78_comb_GSM2073263,CY89A_Core_15_G06_S78_comb,GSE72056,GSM2073263
CY89A_CD45_POS_4_D08_S428_comb_GSM2073264,CY89A_CD45_POS_4_D08_S428_comb,GSE72056,GSM2073264
CY89A_CD45_POS_10_H07_S283_comb_GSM2073265,CY89A_CD45_POS_10_H07_S283_comb,GSE72056,GSM2073265
CY89A_CD45_POS_6_B08_S116_comb_GSM2073266,CY89A_CD45_POS_6_B08_S116_comb,GSE72056,GSM2073266
CY89A_CD45_POS_6_B02_S110_comb_GSM2073267,CY89A_CD45_POS_6_B02_S110_comb,GSE72056,GSM2073267
CY89A_CD45_POS_4_G02_S458_comb_GSM2073268,CY89A_CD45_POS_4_G02_S458_comb,GSE72056,GSM2073268
CY89A_CD45_POS_6_G03_S171_comb_GSM2073269,CY89A_CD45_POS_6_G03_S171_comb,GSE72056,GSM2073269
CY89A_CD45_POS_4_G01_S457_comb_GSM2073270,CY89A_CD45_POS_4_G01_S457_comb,GSE72056,GSM2073270
CY89A_Core_15_E05_S53_comb_GSM2073271,CY89A_Core_15_E05_S53_comb,GSE72056,GSM2073271
CY89A_CD45_POS_6_G06_S174_comb_GSM2073272,CY89A_CD45_POS_6_G06_S174_comb,GSE72056,GSM2073272
CY89A_Core_15_C12_S36_comb_GSM2073273,CY89A_Core_15_C12_S36_comb,GSE72056,GSM2073273
CY89A_Core_15_C08_S32_comb_GSM2073274,CY89A_Core_15_C08_S32_comb,GSE72056,GSM2073274
CY89A_Core_15_C09_S33_comb_GSM2073275,CY89A_Core_15_C09_S33_comb,GSE72056,GSM2073275
CY89A_CD45_POS_6_D02_S134_comb_GSM2073276,CY89A_CD45_POS_6_D02_S134_comb,GSE72056,GSM2073276
CY89A_CD45_POS_4_E02_S434_comb_GSM2073277,CY89A_CD45_POS_4_E02_S434_comb,GSE72056,GSM2073277
CY89A_CD45_POS_4_D10_S430_comb_GSM2073278,CY89A_CD45_POS_4_D10_S430_comb,GSE72056,GSM2073278
CY89A_CD45_POS_4_F07_S451_comb_GSM2073279,CY89A_CD45_POS_4_F07_S451_comb,GSE72056,GSM2073279
CY89A_Core_15_H12_S96_comb_GSM2073280,CY89A_Core_15_H12_S96_comb,GSE72056,GSM2073280
CY89A_CD45_POS_6_F06_S162_comb_GSM2073281,CY89A_CD45_POS_6_F06_S162_comb,GSE72056,GSM2073281
CY89A_CD45_POS_10_B11_S215_comb_GSM2073282,CY89A_CD45_POS_10_B11_S215_comb,GSE72056,GSM2073282
CY89A_CD45_POS_6_D10_S142_comb_GSM2073283,CY89A_CD45_POS_6_D10_S142_comb,GSE72056,GSM2073283
CY89A_Core_15_H02_S86_comb_GSM2073284,CY89A_Core_15_H02_S86_comb,GSE72056,GSM2073284
CY89A_Core_15_B05_S17_comb_GSM2073285,CY89A_Core_15_B05_S17_comb,GSE72056,GSM2073285
CY89A_Core_15_A07_S7_comb_GSM2073286,CY89A_Core_15_A07_S7_comb,GSE72056,GSM2073286
CY89A_Core_15_B03_S15_comb_GSM2073287,CY89A_Core_15_B03_S15_comb,GSE72056,GSM2073287
CY89A_CD45_POS_4_H03_S471_comb_GSM2073288,CY89A_CD45_POS_4_H03_S471_comb,GSE72056,GSM2073288
CY89A_CD45_POS_4_F08_S452_comb_GSM2073289,CY89A_CD45_POS_4_F08_S452_comb,GSE72056,GSM2073289
CY89A_CD45_POS_4_A08_S392_comb_GSM2073290,CY89A_CD45_POS_4_A08_S392_comb,GSE72056,GSM2073290
CY89A_Core_15_G12_S84_comb_GSM2073291,CY89A_Core_15_G12_S84_comb,GSE72056,GSM2073291
CY89A_CD45_POS_6_E01_S145_comb_GSM2073292,CY89A_CD45_POS_6_E01_S145_comb,GSE72056,GSM2073292
CY89A_CD45_POS_4_C04_S412_comb_GSM2073293,CY89A_CD45_POS_4_C04_S412_comb,GSE72056,GSM2073293
CY89A_CD45_POS_4_C06_S414_comb_GSM2073294,CY89A_CD45_POS_4_C06_S414_comb,GSE72056,GSM2073294
CY89A_Core_15_A01_S1_comb_GSM2073295,CY89A_Core_15_A01_S1_comb,GSE72056,GSM2073295
CY89A_CD45_POS_4_H10_S478_comb_GSM2073296,CY89A_CD45_POS_4_H10_S478_comb,GSE72056,GSM2073296
CY89A_Core_15_G07_S79_comb_GSM2073297,CY89A_Core_15_G07_S79_comb,GSE72056,GSM2073297
CY89A_CD45_POS_10_A07_S199_comb_GSM2073298,CY89A_CD45_POS_10_A07_S199_comb,GSE72056,GSM2073298
CY89A_CD45_POS_6_D04_S136_comb_GSM2073299,CY89A_CD45_POS_6_D04_S136_comb,GSE72056,GSM2073299
CY89A_CD45_POS_6_B07_S115_comb_GSM2073300,CY89A_CD45_POS_6_B07_S115_comb,GSE72056,GSM2073300
CY89A_CD45_POS_6_C11_S131_comb_GSM2073301,CY89A_CD45_POS_6_C11_S131_comb,GSE72056,GSM2073301
CY89A_CD45_POS_4_C02_S410_comb_GSM2073302,CY89A_CD45_POS_4_C02_S410_comb,GSE72056,GSM2073302
CY89A_CD45_POS_10_G06_S270_comb_GSM2073303,CY89A_CD45_POS_10_G06_S270_comb,GSE72056,GSM2073303
CY89A_Core_15_G01_S73_comb_GSM2073304,CY89A_Core_15_G01_S73_comb,GSE72056,GSM2073304
CY89A_CD45_POS_4_E09_S441_comb_GSM2073305,CY89A_CD45_POS_4_E09_S441_comb,GSE72056,GSM2073305
CY89A_CD45_POS_6_A11_S107_comb_GSM2073306,CY89A_CD45_POS_6_A11_S107_comb,GSE72056,GSM2073306
CY89A_CD45_POS_4_F04_S448_comb_GSM2073307,CY89A_CD45_POS_4_F04_S448_comb,GSE72056,GSM2073307
CY89A_CD45_POS_4_A09_S393_comb_GSM2073308,CY89A_CD45_POS_4_A09_S393_comb,GSE72056,GSM2073308
CY89A_CD45_POS_4_G09_S465_comb_GSM2073309,CY89A_CD45_POS_4_G09_S465_comb,GSE72056,GSM2073309
CY89A_CD45_POS_10_A10_S202_comb_GSM2073310,CY89A_CD45_POS_10_A10_S202_comb,GSE72056,GSM2073310
CY89A_CD45_POS_4_C05_S413_comb_GSM2073311,CY89A_CD45_POS_4_C05_S413_comb,GSE72056,GSM2073311
CY89A_Core_15_C04_S28_comb_GSM2073312,CY89A_Core_15_C04_S28_comb,GSE72056,GSM2073312
CY89A_CD45_POS_10_A02_S194_comb_GSM2073313,CY89A_CD45_POS_10_A02_S194_comb,GSE72056,GSM2073313
CY89A_Core_15_F12_S72_comb_GSM2073314,CY89A_Core_15_F12_S72_comb,GSE72056,GSM2073314
CY89A_CD45_POS_6_F01_S157_comb_GSM2073315,CY89A_CD45_POS_6_F01_S157_comb,GSE72056,GSM2073315
CY89A_Core_15_G02_S74_comb_GSM2073316,CY89A_Core_15_G02_S74_comb,GSE72056,GSM2073316
CY89A_Core_15_G11_S83_comb_GSM2073317,CY89A_Core_15_G11_S83_comb,GSE72056,GSM2073317
CY89A_Core_15_A05_S5_comb_GSM2073318,CY89A_Core_15_A05_S5_comb,GSE72056,GSM2073318
CY89A_CD45_POS_4_F09_S453_comb_GSM2073319,CY89A_CD45_POS_4_F09_S453_comb,GSE72056,GSM2073319
CY89A_CD45_POS_4_B02_S398_comb_GSM2073320,CY89A_CD45_POS_4_B02_S398_comb,GSE72056,GSM2073320
CY89A_CD45_POS_6_C04_S124_comb_GSM2073321,CY89A_CD45_POS_6_C04_S124_comb,GSE72056,GSM2073321
CY89A_Core_15_E11_S59_comb_GSM2073322,CY89A_Core_15_E11_S59_comb,GSE72056,GSM2073322
CY89A_CD45_POS_6_D09_S141_comb_GSM2073323,CY89A_CD45_POS_6_D09_S141_comb,GSE72056,GSM2073323
CY89A_CD45_POS_10_H04_S280_comb_GSM2073324,CY89A_CD45_POS_10_H04_S280_comb,GSE72056,GSM2073324
CY89A_Core_15_B09_S21_comb_GSM2073325,CY89A_Core_15_B09_S21_comb,GSE72056,GSM2073325
CY89A_Core_15_G10_S82_comb_GSM2073326,CY89A_Core_15_G10_S82_comb,GSE72056,GSM2073326
CY89A_Core_15_D11_S47_comb_GSM2073327,CY89A_Core_15_D11_S47_comb,GSE72056,GSM2073327
CY89A_CD45_POS_6_C02_S122_comb_GSM2073328,CY89A_CD45_POS_6_C02_S122_comb,GSE72056,GSM2073328
CY89A_CD45_POS_4_A02_S386_comb_GSM2073329,CY89A_CD45_POS_4_A02_S386_comb,GSE72056,GSM2073329
CY89A_CD45_POS_6_B10_S118_comb_GSM2073330,CY89A_CD45_POS_6_B10_S118_comb,GSE72056,GSM2073330
CY89A_Core_15_F01_S61_comb_GSM2073331,CY89A_Core_15_F01_S61_comb,GSE72056,GSM2073331
CY89A_CD45_POS_6_E10_S154_comb_GSM2073332,CY89A_CD45_POS_6_E10_S154_comb,GSE72056,GSM2073332
CY89A_CD45_POS_6_B06_S114_comb_GSM2073333,CY89A_CD45_POS_6_B06_S114_comb,GSE72056,GSM2073333
CY89A_Core_15_C02_S26_comb_GSM2073334,CY89A_Core_15_C02_S26_comb,GSE72056,GSM2073334
CY89A_CD45_POS_10_G02_S266_comb_GSM2073335,CY89A_CD45_POS_10_G02_S266_comb,GSE72056,GSM2073335
CY89A_CD45_POS_6_H08_S188_comb_GSM2073336,CY89A_CD45_POS_6_H08_S188_comb,GSE72056,GSM2073336
CY89A_CD45_POS_10_B06_S210_comb_GSM2073337,CY89A_CD45_POS_10_B06_S210_comb,GSE72056,GSM2073337
CY89A_Core_15_H07_S91_comb_GSM2073338,CY89A_Core_15_H07_S91_comb,GSE72056,GSM2073338
CY89A_CD45_POS_6_C06_S126_comb_GSM2073339,CY89A_CD45_POS_6_C06_S126_comb,GSE72056,GSM2073339
CY89A_CD45_POS_10_B12_S216_comb_GSM2073340,CY89A_CD45_POS_10_B12_S216_comb,GSE72056,GSM2073340
CY89A_Core_15_A11_S11_comb_GSM2073341,CY89A_Core_15_A11_S11_comb,GSE72056,GSM2073341
CY89A_Core_15_D01_S37_comb_GSM2073342,CY89A_Core_15_D01_S37_comb,GSE72056,GSM2073342
CY89A_CD45_POS_4_E01_S433_comb_GSM2073343,CY89A_CD45_POS_4_E01_S433_comb,GSE72056,GSM2073343
CY89A_CD45_POS_6_F08_S164_comb_GSM2073344,CY89A_CD45_POS_6_F08_S164_comb,GSE72056,GSM2073344
CY89A_CD45_POS_6_A02_S98_comb_GSM2073345,CY89A_CD45_POS_6_A02_S98_comb,GSE72056,GSM2073345
CY89A_CD45_POS_10_B07_S211_comb_GSM2073346,CY89A_CD45_POS_10_B07_S211_comb,GSE72056,GSM2073346
CY89A_Core_15_B12_S24_comb_GSM2073347,CY89A_Core_15_B12_S24_comb,GSE72056,GSM2073347
CY89A_CD45_POS_6_H09_S189_comb_GSM2073348,CY89A_CD45_POS_6_H09_S189_comb,GSE72056,GSM2073348
CY89A_CD45_POS_4_A11_S395_comb_GSM2073349,CY89A_CD45_POS_4_A11_S395_comb,GSE72056,GSM2073349
CY89A_Core_15_D12_S48_comb_GSM2073350,CY89A_Core_15_D12_S48_comb,GSE72056,GSM2073350
CY89A_CD45_POS_4_H11_S479_comb_GSM2073351,CY89A_CD45_POS_4_H11_S479_comb,GSE72056,GSM2073351
CY89A_CD45_POS_4_F05_S449_comb_GSM2073352,CY89A_CD45_POS_4_F05_S449_comb,GSE72056,GSM2073352
CY89A_Core_15_G08_S80_comb_GSM2073353,CY89A_Core_15_G08_S80_comb,GSE72056,GSM2073353
CY89A_CD45_POS_6_A05_S101_comb_GSM2073354,CY89A_CD45_POS_6_A05_S101_comb,GSE72056,GSM2073354
CY89A_CD45_POS_6_A06_S102_comb_GSM2073355,CY89A_CD45_POS_6_A06_S102_comb,GSE72056,GSM2073355
CY89A_Core_15_H04_S88_comb_GSM2073356,CY89A_Core_15_H04_S88_comb,GSE72056,GSM2073356
