Barcode,Original Barcode,Series GEO,Sample GEO
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D08-S44-comb_GSM1851498,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D08-S44-comb,GSE72056,GSM1851498
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-F07-S451-comb_GSM1851499,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-F07-S451-comb,GSE72056,GSM1851499
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F11-S263-comb_GSM1851500,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F11-S263-comb,GSE72056,GSM1851500
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B02-S110-comb_GSM1851501,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B02-S110-comb,GSE72056,GSM1851501
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-F10-S358-comb_GSM1851502,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-F10-S358-comb,GSE72056,GSM1851502
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H02-S182-comb_GSM1851503,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H02-S182-comb,GSE72056,GSM1851503
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E11-S443-comb_GSM1851504,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E11-S443-comb,GSE72056,GSM1851504
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A06-S294-comb_GSM1851505,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A06-S294-comb,GSE72056,GSM1851505
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A12-S300-comb_GSM1851506,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A12-S300-comb,GSE72056,GSM1851506
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F09-S69-comb_GSM1851507,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F09-S69-comb,GSE72056,GSM1851507
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G04-S364-comb_GSM1851508,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G04-S364-comb,GSE72056,GSM1851508
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G05-S365-comb_GSM1851509,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G05-S365-comb,GSE72056,GSM1851509
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B09-S309-comb_GSM1851510,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B09-S309-comb,GSE72056,GSM1851510
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F08-S260-comb_GSM1851511,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F08-S260-comb,GSE72056,GSM1851511
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G06-S174-comb_GSM1851512,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G06-S174-comb,GSE72056,GSM1851512
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F09-S165-comb_GSM1851513,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F09-S165-comb,GSE72056,GSM1851513
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-C01-S505-comb_GSM1851514,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-C01-S505-comb,GSE72056,GSM1851514
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H12-S384-comb_GSM1851515,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H12-S384-comb,GSE72056,GSM1851515
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A05-S101-comb_GSM1851516,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A05-S101-comb,GSE72056,GSM1851516
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-D11-S527-comb_GSM1851517,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-D11-S527-comb,GSE72056,GSM1851517
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C06-S318-comb_GSM1851518,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C06-S318-comb,GSE72056,GSM1851518
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B07-S211-comb_GSM1851519,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B07-S211-comb,GSE72056,GSM1851519
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-G10-S274-comb_GSM1851520,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-G10-S274-comb,GSE72056,GSM1851520
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C12-S228-comb_GSM1851521,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C12-S228-comb,GSE72056,GSM1851521
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E06-S438-comb_GSM1851522,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E06-S438-comb,GSE72056,GSM1851522
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C11-S35-comb_GSM1851523,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C11-S35-comb,GSE72056,GSM1851523
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G01-S553-comb_GSM1851524,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G01-S553-comb,GSE72056,GSM1851524
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B07-S307-comb_GSM1851525,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B07-S307-comb,GSE72056,GSM1851525
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E10-S442-comb_GSM1851526,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E10-S442-comb,GSE72056,GSM1851526
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-H06-S570-comb_GSM1851527,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-H06-S570-comb,GSE72056,GSM1851527
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-F04-S544-comb_GSM1851528,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-F04-S544-comb,GSE72056,GSM1851528
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C11-S227-comb_GSM1851529,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C11-S227-comb,GSE72056,GSM1851529
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D12-S336-comb_GSM1851530,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D12-S336-comb,GSE72056,GSM1851530
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G04-S556-comb_GSM1851531,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G04-S556-comb,GSE72056,GSM1851531
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C10-S130-comb_GSM1851532,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C10-S130-comb,GSE72056,GSM1851532
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-F01-S445-comb_GSM1851533,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-F01-S445-comb,GSE72056,GSM1851533
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F08-S68-comb_GSM1851534,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F08-S68-comb,GSE72056,GSM1851534
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-B01-S493-comb_GSM1851535,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-B01-S493-comb,GSE72056,GSM1851535
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D06-S42-comb_GSM1851536,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D06-S42-comb,GSE72056,GSM1851536
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-B11-S407-comb_GSM1851537,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-B11-S407-comb,GSE72056,GSM1851537
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C05-S221-comb_GSM1851538,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C05-S221-comb,GSE72056,GSM1851538
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-D09-S237-comb_GSM1851539,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-D09-S237-comb,GSE72056,GSM1851539
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E07-S55-comb_GSM1851540,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E07-S55-comb,GSE72056,GSM1851540
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-C03-S411-comb_GSM1851541,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-C03-S411-comb,GSE72056,GSM1851541
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G11-S179-comb_GSM1851542,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G11-S179-comb,GSE72056,GSM1851542
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E07-S343-comb_GSM1851543,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E07-S343-comb,GSE72056,GSM1851543
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-F11-S551-comb_GSM1851544,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-F11-S551-comb,GSE72056,GSM1851544
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F02-S158-comb_GSM1851545,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F02-S158-comb,GSE72056,GSM1851545
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B12-S216-comb_GSM1851546,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B12-S216-comb,GSE72056,GSM1851546
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E05-S341-comb_GSM1851547,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E05-S341-comb,GSE72056,GSM1851547
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-C09-S513-comb_GSM1851548,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-C09-S513-comb,GSE72056,GSM1851548
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F10-S166-comb_GSM1851549,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F10-S166-comb,GSE72056,GSM1851549
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-G03-S459-comb_GSM1851550,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-G03-S459-comb,GSE72056,GSM1851550
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C01-S25-comb_GSM1851551,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C01-S25-comb,GSE72056,GSM1851551
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H11-S383-comb_GSM1851552,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H11-S383-comb,GSE72056,GSM1851552
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-D10-S430-comb_GSM1851553,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-D10-S430-comb,GSE72056,GSM1851553
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F12-S264-comb_GSM1851554,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F12-S264-comb,GSE72056,GSM1851554
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B11-S23-comb_GSM1851555,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B11-S23-comb,GSE72056,GSM1851555
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D04-S40-comb_GSM1851556,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D04-S40-comb,GSE72056,GSM1851556
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C02-S26-comb_GSM1851557,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C02-S26-comb,GSE72056,GSM1851557
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E02-S434-comb_GSM1851558,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E02-S434-comb,GSE72056,GSM1851558
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D01-S133-comb_GSM1851559,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D01-S133-comb,GSE72056,GSM1851559
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-A02-S386-comb_GSM1851560,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-A02-S386-comb,GSE72056,GSM1851560
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F06-S258-comb_GSM1851561,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F06-S258-comb,GSE72056,GSM1851561
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A09-S297-comb_GSM1851562,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-A09-S297-comb,GSE72056,GSM1851562
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H03-S183-comb_GSM1851563,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H03-S183-comb,GSE72056,GSM1851563
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G07-S559-comb_GSM1851564,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G07-S559-comb,GSE72056,GSM1851564
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-H04-S280-comb_GSM1851565,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-H04-S280-comb,GSE72056,GSM1851565
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E08-S344-comb_GSM1851566,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E08-S344-comb,GSE72056,GSM1851566
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D03-S135-comb_GSM1851567,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D03-S135-comb,GSE72056,GSM1851567
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-H12-S576-comb_GSM1851568,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-H12-S576-comb,GSE72056,GSM1851568
cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-H10-S478-comb_GSM1851569,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-H10-S478-comb,GSE72056,GSM1851569
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H05-S185-comb_GSM1851570,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H05-S185-comb,GSE72056,GSM1851570
cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-F08-S548-comb_GSM1851571,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-F08-S548-comb,GSE72056,GSM1851571
cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B03-S207-comb_GSM1851572,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B03-S207-comb,GSE72056,GSM1851572
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F01-S61-comb_GSM1851573,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F01-S61-comb,GSE72056,GSM1851573
cy79-p4-CD45-pos-PD1-pos-G06-S366-comb_GSM1851574,cy79-p4-CD45-pos-PD1-pos-G06-S366-comb,GSE72056,GSM1851574
cy79-p4-CD45-neg-PDL1-neg-E11-S1115-comb_GSM1851575,cy79-p4-CD45-neg-PDL1-neg-E11-S1115-comb,GSE72056,GSM1851575
cy79-p4-CD45-pos-PD1-pos-C04-S316-comb_GSM1851576,cy79-p4-CD45-pos-PD1-pos-C04-S316-comb,GSE72056,GSM1851576
cy79-p5-CD45-pos-PD1-pos-G10-S658-comb_GSM1851577,cy79-p5-CD45-pos-PD1-pos-G10-S658-comb,GSE72056,GSM1851577
cy79-p4-CD45-neg-PDL1-neg-D09-S1101-comb_GSM1851578,cy79-p4-CD45-neg-PDL1-neg-D09-S1101-comb,GSE72056,GSM1851578
cy79-p4-CD45-neg-PDL1-neg-H11-S1151-comb_GSM1851579,cy79-p4-CD45-neg-PDL1-neg-H11-S1151-comb,GSE72056,GSM1851579
cy79-p5-CD45-neg-PDL1-neg-F10-S838-comb_GSM1851580,cy79-p5-CD45-neg-PDL1-neg-F10-S838-comb,GSE72056,GSM1851580
cy79-p5-CD45-pos-PD1-pos-C10-S610-comb_GSM1851581,cy79-p5-CD45-pos-PD1-pos-C10-S610-comb,GSE72056,GSM1851581
cy79-p5-CD45-neg-PDL1-pos-A04-S676-comb_GSM1851582,cy79-p5-CD45-neg-PDL1-pos-A04-S676-comb,GSE72056,GSM1851582
cy81-FNA-CD45-neg-D04-S1000-comb_GSM1851583,cy81-FNA-CD45-neg-D04-S1000-comb,GSE72056,GSM1851583
cy79-p5-CD45-pos-PD1-pos-C01-S601-comb_GSM1851584,cy79-p5-CD45-pos-PD1-pos-C01-S601-comb,GSE72056,GSM1851584
cy80-CD45-neg-G01-S937-comb_GSM1851585,cy80-CD45-neg-G01-S937-comb,GSE72056,GSM1851585
cy79-p4-CD45-pos-PD1-pos-A09-S297-comb_GSM1851586,cy79-p4-CD45-pos-PD1-pos-A09-S297-comb,GSE72056,GSM1851586
cy80-CD45-neg-G11-S947-comb_GSM1851587,cy80-CD45-neg-G11-S947-comb,GSE72056,GSM1851587
cy79-p5-CD45-neg-PDL1-pos-F04-S736-comb_GSM1851588,cy79-p5-CD45-neg-PDL1-pos-F04-S736-comb,GSE72056,GSM1851588
cy79-p5-CD45-neg-PDL1-neg-A02-S770-comb_GSM1851589,cy79-p5-CD45-neg-PDL1-neg-A02-S770-comb,GSE72056,GSM1851589
cy79-p4-CD45-neg-PDL1-neg-D01-S1093-comb_GSM1851590,cy79-p4-CD45-neg-PDL1-neg-D01-S1093-comb,GSE72056,GSM1851590
cy81-Bulk-CD45-neg-A10-S106-comb_GSM1851591,cy81-Bulk-CD45-neg-A10-S106-comb,GSE72056,GSM1851591
cy79-p5-CD45-neg-PDL1-pos-A10-S682-comb_GSM1851592,cy79-p5-CD45-neg-PDL1-pos-A10-S682-comb,GSE72056,GSM1851592
cy79-p5-CD45-neg-PDL1-neg-C03-S795-comb_GSM1851593,cy79-p5-CD45-neg-PDL1-neg-C03-S795-comb,GSE72056,GSM1851593
cy81-FNA-CD45-neg-B01-S973-comb_GSM1851594,cy81-FNA-CD45-neg-B01-S973-comb,GSE72056,GSM1851594
cy79-p5-CD45-neg-PDL1-pos-D05-S713-comb_GSM1851595,cy79-p5-CD45-neg-PDL1-pos-D05-S713-comb,GSE72056,GSM1851595
cy79-p4-CD45-pos-PD1-pos-B03-S303-comb_GSM1851596,cy79-p4-CD45-pos-PD1-pos-B03-S303-comb,GSE72056,GSM1851596
cy79-p5-CD45-neg-PDL1-pos-B02-S686-comb_GSM1851597,cy79-p5-CD45-neg-PDL1-pos-B02-S686-comb,GSE72056,GSM1851597
cy79-p4-CD45-neg-PDL1-neg-B08-S1076-comb_GSM1851598,cy79-p4-CD45-neg-PDL1-neg-B08-S1076-comb,GSE72056,GSM1851598
cy82-CD45-pos-3-A03-S3-comb_GSM1851599,cy82-CD45-pos-3-A03-S3-comb,GSE72056,GSM1851599
cy79-p4-CD45-neg-PDL1-neg-C12-S1092-comb_GSM1851600,cy79-p4-CD45-neg-PDL1-neg-C12-S1092-comb,GSE72056,GSM1851600
cy79-p4-CD45-pos-PD1-pos-G07-S367-comb_GSM1851601,cy79-p4-CD45-pos-PD1-pos-G07-S367-comb,GSE72056,GSM1851601
cy81-Bulk-CD45-neg-G01-S169-comb_GSM1851602,cy81-Bulk-CD45-neg-G01-S169-comb,GSE72056,GSM1851602
cy79-p5-CD45-pos-PD1-pos-E08-S632-comb_GSM1851603,cy79-p5-CD45-pos-PD1-pos-E08-S632-comb,GSE72056,GSM1851603
cy81-Bulk-CD45-neg-C03-S123-comb_GSM1851604,cy81-Bulk-CD45-neg-C03-S123-comb,GSE72056,GSM1851604
cy79-p5-CD45-neg-PDL1-neg-D04-S808-comb_GSM1851605,cy79-p5-CD45-neg-PDL1-neg-D04-S808-comb,GSE72056,GSM1851605
cy79-p4-CD45-neg-PDL1-neg-C03-S1083-comb_GSM1851606,cy79-p4-CD45-neg-PDL1-neg-C03-S1083-comb,GSE72056,GSM1851606
cy81-FNA-CD45-neg-C09-S993-comb_GSM1851607,cy81-FNA-CD45-neg-C09-S993-comb,GSE72056,GSM1851607
cy80-CD45-neg-G04-S940-comb_GSM1851608,cy80-CD45-neg-G04-S940-comb,GSE72056,GSM1851608
cy80-CD45-neg-A09-S873-comb_GSM1851609,cy80-CD45-neg-A09-S873-comb,GSE72056,GSM1851609
cy79-p4-CD45-pos-PD1-pos-A04-S292-comb_GSM1851610,cy79-p4-CD45-pos-PD1-pos-A04-S292-comb,GSE72056,GSM1851610
cy79-p4-CD45-neg-PDL1-pos-G08-S464-comb_GSM1851611,cy79-p4-CD45-neg-PDL1-pos-G08-S464-comb,GSE72056,GSM1851611
cy81-FNA-CD45-neg-F09-S1029-comb_GSM1851612,cy81-FNA-CD45-neg-F09-S1029-comb,GSE72056,GSM1851612
cy79-p5-CD45-pos-PD1-pos-A04-S580-comb_GSM1851613,cy79-p5-CD45-pos-PD1-pos-A04-S580-comb,GSE72056,GSM1851613
cy82-CD45-neg-2-B02-S206-comb_GSM1851614,cy82-CD45-neg-2-B02-S206-comb,GSE72056,GSM1851614
cy80-CD45-neg-D04-S904-comb_GSM1851615,cy80-CD45-neg-D04-S904-comb,GSE72056,GSM1851615
cy80-CD45-neg-B11-S887-comb_GSM1851616,cy80-CD45-neg-B11-S887-comb,GSE72056,GSM1851616
cy79-p4-CD45-neg-PDL1-pos-A02-S386-comb_GSM1851617,cy79-p4-CD45-neg-PDL1-pos-A02-S386-comb,GSE72056,GSM1851617
cy80-CD45-neg-E02-S914-comb_GSM1851618,cy80-CD45-neg-E02-S914-comb,GSE72056,GSM1851618
cy81-FNA-CD45-neg-E04-S1012-comb_GSM1851619,cy81-FNA-CD45-neg-E04-S1012-comb,GSE72056,GSM1851619
cy81-Bulk-CD45-neg-E04-S148-comb_GSM1851620,cy81-Bulk-CD45-neg-E04-S148-comb,GSE72056,GSM1851620
cy79-p5-CD45-pos-PD1-pos-F06-S642-comb_GSM1851621,cy79-p5-CD45-pos-PD1-pos-F06-S642-comb,GSE72056,GSM1851621
cy81-Bulk-CD45-neg-C11-S131-comb_GSM1851622,cy81-Bulk-CD45-neg-C11-S131-comb,GSE72056,GSM1851622
cy81-Bulk-CD45-neg-D09-S141-comb_GSM1851623,cy81-Bulk-CD45-neg-D09-S141-comb,GSE72056,GSM1851623
cy80-CD45-neg-G02-S938-comb_GSM1851624,cy80-CD45-neg-G02-S938-comb,GSE72056,GSM1851624
cy79-p5-CD45-neg-PDL1-neg-E02-S818-comb_GSM1851625,cy79-p5-CD45-neg-PDL1-neg-E02-S818-comb,GSE72056,GSM1851625
cy82-CD45-pos-3-B11-S23-comb_GSM1851626,cy82-CD45-pos-3-B11-S23-comb,GSE72056,GSM1851626
cy79-p4-CD45-neg-PDL1-neg-G08-S1136-comb_GSM1851627,cy79-p4-CD45-neg-PDL1-neg-G08-S1136-comb,GSE72056,GSM1851627
cy79-p4-CD45-pos-PD1-pos-C11-S323-comb_GSM1851628,cy79-p4-CD45-pos-PD1-pos-C11-S323-comb,GSE72056,GSM1851628
cy81-FNA-CD45-neg-F08-S1028-comb_GSM1851629,cy81-FNA-CD45-neg-F08-S1028-comb,GSE72056,GSM1851629
cy79-p5-CD45-neg-PDL1-neg-D03-S807-comb_GSM1851630,cy79-p5-CD45-neg-PDL1-neg-D03-S807-comb,GSE72056,GSM1851630
cy79-p4-CD45-neg-PDL1-neg-F08-S1124-comb_GSM1851631,cy79-p4-CD45-neg-PDL1-neg-F08-S1124-comb,GSE72056,GSM1851631
cy81-FNA-CD45-neg-G12-S1044-comb_GSM1851632,cy81-FNA-CD45-neg-G12-S1044-comb,GSE72056,GSM1851632
cy79-p5-CD45-pos-PD1-pos-B04-S592-comb_GSM1851633,cy79-p5-CD45-pos-PD1-pos-B04-S592-comb,GSE72056,GSM1851633
cy79-p5-CD45-pos-PD1-pos-F10-S646-comb_GSM1851634,cy79-p5-CD45-pos-PD1-pos-F10-S646-comb,GSE72056,GSM1851634
cy79-p5-CD45-neg-PDL1-pos-A11-S683-comb_GSM1851635,cy79-p5-CD45-neg-PDL1-pos-A11-S683-comb,GSE72056,GSM1851635
cy79-p5-CD45-neg-PDL1-pos-G11-S755-comb_GSM1851636,cy79-p5-CD45-neg-PDL1-pos-G11-S755-comb,GSE72056,GSM1851636
cy79-p5-CD45-neg-PDL1-pos-C10-S706-comb_GSM1851637,cy79-p5-CD45-neg-PDL1-pos-C10-S706-comb,GSE72056,GSM1851637
cy80-CD45-neg-G07-S943-comb_GSM1851638,cy80-CD45-neg-G07-S943-comb,GSE72056,GSM1851638
cy80-CD45-neg-H08-S956-comb_GSM1851639,cy80-CD45-neg-H08-S956-comb,GSE72056,GSM1851639
cy79-p4-CD45-pos-PD1-pos-A03-S291-comb_GSM1851640,cy79-p4-CD45-pos-PD1-pos-A03-S291-comb,GSE72056,GSM1851640
cy80-CD45-neg-D12-S912-comb_GSM1851641,cy80-CD45-neg-D12-S912-comb,GSE72056,GSM1851641
cy79-p5-CD45-neg-PDL1-pos-H06-S762-comb_GSM1851642,cy79-p5-CD45-neg-PDL1-pos-H06-S762-comb,GSE72056,GSM1851642
cy79-p4-CD45-neg-PDL1-neg-F12-S1128-comb_GSM1851643,cy79-p4-CD45-neg-PDL1-neg-F12-S1128-comb,GSE72056,GSM1851643
cy81-Bulk-CD45-neg-E02-S146-comb_GSM1851644,cy81-Bulk-CD45-neg-E02-S146-comb,GSE72056,GSM1851644
cy80-CD45-neg-A05-S869-comb_GSM1851645,cy80-CD45-neg-A05-S869-comb,GSE72056,GSM1851645
cy79-p4-CD45-pos-PD1-pos-D08-S332-comb_GSM1851646,cy79-p4-CD45-pos-PD1-pos-D08-S332-comb,GSE72056,GSM1851646
cy79-p4-CD45-neg-PDL1-pos-D03-S423-comb_GSM1851647,cy79-p4-CD45-neg-PDL1-pos-D03-S423-comb,GSE72056,GSM1851647
cy79-p4-CD45-neg-PDL1-pos-A04-S388-comb_GSM1851648,cy79-p4-CD45-neg-PDL1-pos-A04-S388-comb,GSE72056,GSM1851648
cy79-p5-CD45-neg-PDL1-neg-C02-S794-comb_GSM1851649,cy79-p5-CD45-neg-PDL1-neg-C02-S794-comb,GSE72056,GSM1851649
cy80-CD45-neg-F05-S929-comb_GSM1851650,cy80-CD45-neg-F05-S929-comb,GSE72056,GSM1851650
cy81-FNA-CD45-neg-F06-S1026-comb_GSM1851651,cy81-FNA-CD45-neg-F06-S1026-comb,GSE72056,GSM1851651
cy79-p4-CD45-neg-PDL1-pos-C02-S410-comb_GSM1851652,cy79-p4-CD45-neg-PDL1-pos-C02-S410-comb,GSE72056,GSM1851652
cy79-p5-CD45-neg-PDL1-pos-C11-S707-comb_GSM1851653,cy79-p5-CD45-neg-PDL1-pos-C11-S707-comb,GSE72056,GSM1851653
cy79-p5-CD45-neg-PDL1-pos-F09-S741-comb_GSM1851654,cy79-p5-CD45-neg-PDL1-pos-F09-S741-comb,GSE72056,GSM1851654
cy79-p5-CD45-pos-PD1-pos-D02-S614-comb_GSM1851655,cy79-p5-CD45-pos-PD1-pos-D02-S614-comb,GSE72056,GSM1851655
cy79-p4-CD45-neg-PDL1-pos-E10-S442-comb_GSM1851656,cy79-p4-CD45-neg-PDL1-pos-E10-S442-comb,GSE72056,GSM1851656
cy82-CD45-pos-1-A04-S484-comb_GSM1851657,cy82-CD45-pos-1-A04-S484-comb,GSE72056,GSM1851657
cy79-p4-CD45-neg-PDL1-neg-B04-S1072-comb_GSM1851658,cy79-p4-CD45-neg-PDL1-neg-B04-S1072-comb,GSE72056,GSM1851658
